Audio: Poems of the Past and the Present	Thomas Hardy	9430C
Audio:	A Pair of Blue Eyes	Thomas Hardy	9429C
Audio: A Group of Noble Dames	Thomas Hardy	9428C
Audio: The Return of the Native	Thomas Hardy	9427C
Audio: Moments of Vision	Thomas Hardy	9426C
Audio: The Mayor of Casterbridge	Thomas Hardy	9425C
Audio: Late Lyrics and Earlier	Thomas Hardy	9424C
Audio: Life's Little Ironies	Thomas Hardy	9423C
Audio: A Laodicean	Thomas Hardy	9422C
Audio: Jude the Obscure	Thomas Hardy	9421C
Audio: The Hand of Ethelberta	Thomas Hardy	9420C
Audio: The Dynasts	Thomas Hardy	9419C
Audio: Desperate Remedies	Thomas Hardy	9418C
Audio: Far From the Madding Crowd	Thomas Hardy	9417C
Audio: A Changed Man and Other Tales	Thomas Hardy	9416C
Olaf the Glorious	Robert Leighton	9415
Tales And Novels, Volume 5 (of 10)	Maria Edgeworth	9414
The Poetical Works Of Alexander Pope, Volume 1,	9413
A Woman Tenderfoot	Grace Gallatin Seton-Thompson	9412
Legends Of The Gods	E. A. Wallis Budge	9411
Helen of the Old House	Harold Bell Wright	9410
Five Thousand Dollars Reward	Frank Pinkerton	9409
By Water to the Columbian Exposition	Johanna S. Wisthaler	9408
The Little Colonel	Annie Fellows Johnston	9407
Government	the Brewers?	Adolph Keitel	9406
The Book of Old English Ballads	George Wharton Edwards	9405
The Story of the Malakand Field Force	Winston S. Churchill	9404
The Life and Works of Friedrich Schiller	Calvin Thomas	9403
Be Courteous	Mrs. H. M. Maxwell	9402
The Leopard Woman	Stewart Edward White	9401
A Select Collection of Old English Plays, Vol. II	Robert Dodsley	9400
A Roman Lawyer in Jerusalem	W. W. Story	9399
Gloria and Treeless Street	Annie Hamilton Donnell	9398
The Green Satin Gown	Laura E. Richards	9397
Atlantic Monthly, Vol. 5, No. 30, April, 1860	Various	9396
[Issue No. 4, Vol. 5
Dorothy's Mystical Adventures in Oz	Robert J. Evans	9395C
The Shih King	James Legge	9394
A Dish Of Orts	George MacDonald	9393
Prelude in E Minor, Op. 28, No. 4	Fryderyk Franciszek Chopin	9392
Atlantic Monthly, Vol. 4, No. 25, November, 1859	Various	9391
Fifteen Years With The Outcast	Mrs. Florence (Mother) Roberts	9390
The Atlantic Monthly, Volume V, Number 29, March, 1860	Various	9389
The Red Flower	Henry Van Dyke	9388
Theresa Marchmont	Mrs. Charles Gore	9387
Girls: Faults and Ideals	J. R. Miller	9386
The Incomplete Amorist	E. Nesbit	9385
The Comrade In White	W. H. Leathem	9384
Moni the Goat-Boy	Johanna Spyri	9383
Grandma's Memories	Mary D. Brine	9382
The Atlantic Monthly, Volume 4, No. 24, Oct. 1859	Various	9381
Nonsense Anthology, as Collected	Carolyn Wells	9380
A Woman Intervenes	Robert Barr	9379
The Lone Wolf	Louis Joseph Vance	9378
London Pride	M. E. Braddon	9377
The Forest	Stewart Edward White	9376
Ausgewählte Fabeln	Gotthold Ephraim Lessing	9375	German
A Night of the Nets	Amelia E. Barr	9374
Pax Vobiscum	Henry Drummond	9373
Songs Out of Doors	Henry Van Dyke	9372
The Praise of Folly	Desiderius Erasmus	9371
Tiverton Tales	Alice Brown	9370
Der junge Gelehrte	Gotthold Ephraim Lessing	9369	German
Welsh Fairy Tales	William Elliot Griffis	9368
Meadow Grass	Alice Brown	9367
Mary Olivier: A Life	May Sinclair	9366
Works Charles and Mary Lamb, V5, Letters,	9365
Life in Mexico	Frances Calderón De La Barca	9364
The Best British Short Stories of 1922	Various	9363
Birds of Prey	M. E. Braddon	9362
Audio: Youth	Joseph Conrad	9361C
Audio: Within the Tides	Joseph Conrad	9360C
Audio: Under Western Eyes	Joseph Conrad	9359C
Audio: Victory	Joseph Conrad	9358C
Audio: Typhoon	Joseph Conrad	9357C
Audio: 'Twixt Land and Sea	Joseph Conrad	9356C
Audio: The Rescue	Joseph Conrad	9355C
Audio: Tales of Unrest	Joseph Conrad	9354C
Audio: The Mirror of the Sea	Joseph Conrad	9353C
Audio: End of the Tether	Joseph Conrad	9352C
Audio: The Secret Sharer	Joseph Conrad	9351C
Audio: The Shadow Line	Joseph Conrad	9350C
Audio: A Set of Six	Joseph Conrad	9349C
Audio: Some Reminiscences	Joseph Conrad	9348C
Audio: An Outcast of the Islands	Joseph Conrad	9347C
Audio: Notes on Life and Letters	Joseph Conrad	9346C
Audio: Nostromo	Joseph Conrad	9345C
Audio: Almayer's Folly	Joseph Conrad	9344C
Audio: Heart of Darkness	Joseph Conrad	9343C
Audio: Falk	Joseph Conrad	9342C
Audio: Chance	Joseph Conrad	9341C
Audio: The Arrow of Gold	Joseph Conrad	9340C
Audio: A Personal Record	Joseph Conrad	9339C
Audio: The Secret Agent	Joseph Conrad	9338C
Audio: Amy Foster	Joseph Conrad	9337C
Audio: To-morrow	Joseph Conrad	9336C
Fabeln und Erzaehlungen	Christian Fuerchtegott Gellert	9335	German
The Spectator, Volume 1	Joseph Addison and Richard Steele	9334
Johnny Bear	E. T. Seton	9333
Georgie's Present	Miss Brightwell	9332
The Hunted Outlaw	Anonymous	9331
The Biography of a Grizzly	Ernest Seton-Thompson	9330
The Widow O'Callaghan's Boys	Gulielma Zollinger	9329
Cleveland Past and Present	Maurice Joblin	9328
Die zaertlichen Schwestern	Christian Fuerchtegott Gellert	9327	German
Gespraeche fuer Freimaurer	Gotthold Ephraim Lessing	9326	German
Der Freigeist	Gotthold Ephraim Lessing	9325	German
Roden's Corner	Henry Seton Merriman	9324
Foliage	William H. Davies	9323
The Nation in a Nutshell	George Makepeace Towle	9322
Tales And Novels, Vol. 8	Maria Edgeworth	9321
A Doctor of the Old School, Complete	Ian Maclaren	9320
A Doctor of the Old School, Part 5	Ian Maclaren	9319
A Doctor of the Old School, Part 4	Ian Maclaren	9318
A Doctor of the Old School, Part 3	Ian Maclaren	9317
A Doctor of the Old School, Part 2	Ian Maclaren	9316
A Doctor of the Old School, Part 1	Ian Maclaren	9315
The Calling of Dan Matthews	Harold Bell Wright	9314
Old Greek Folk Stories Told Anew	Josephine Preston Peabody	9313
From Whose Bourne	Robert Barr	9312
Hetty's Strange History	Anonymous	9311
Casanova's Homecoming	Arthur Schnitzler	9310
In a Steamer Chair And Other Stories, Robert Barr	9309
New York at the Louisiana Purchase Exposition, St. Louis 1904,	9308
Life: Its True Genesis	R. W. Wright	9307
Aesthetic as Science of Expression and General Linguistic,	9306
One Day's Courtship	Robert Barr	9305
Initiation into Philosophy	Emile Faguet	9304
Post-Augustan Poetry	H. E. Butler	9303
Nana a Milano	Cletto Arrighi	9302	Italian
Ranald Bannerman's Boyhood	George MacDonald	9301
Jennie Baxter, Journalist	Robert Barr	9300
Italian Letters, Vols. 1 and 2	William Godwin	9299
Life and Death of Harriett Frean	May Sinclair	9298
The Orange-Yellow Diamond	J. S. Fletcher	9297
Clarissa, Volume 1 of 9	Samuel Richardson	9296
A Night Out	Edward Peple	9295
The Exploring Expedition to the Rocky Mountains, Oregon	9294
Audio: Early Short Fiction of Edith Wharton	Edith Wharton	9293C
Audio: The Valley of Decision	Edith Wharton	9292C
Audio: The Reef	Edith Wharton	9291C
Audio: Touchstone	Edith Wharton	9290C
Audio: Tales of Men and Ghosts	Edith Wharton	9289C
Audio: Ethan Frome	Edith Wharton	9288C
Audio: The Glimpses of the Moon	Edith Wharton	9287C
Audio: The Descent of Man and Other Stories	Edith Wharton	9286C
Audio: Summer	Edith Wharton	9285C
Audio: Sanctuary	Edith Wharton	9284C
Audio: Artemis to Actaeon and Other Verses	Edith Wharton	9283C
Audio: Madame de Treymes	Edith Wharton	9282C
Audio: The Hermit And The Wild Woman	Edith Wharton	9281C
Audio: House of Mirth	Edith Wharton	9280C
Audio: Fighting France	Edith Wharton	9279C
Audio: Bunner Sisters	Edith Wharton	9278C
Audio: Crucial Instances	Edith Wharton	9277C
Audio: Three Sermons, Three Prayers	Jonathan Swift	9276C
Audio: A Tale of a Tub	Jonathan Swift	9275C
Audio: The Journal to Stella	Jonathan Swift	9274C
Audio: A Modest Proposal	Jonathan Swift	9273C
Audio: Gulliver's Travels	Jonathan Swift	9272C
Audio: The Bickerstaff-Partridge Papers	Jonathan Swift	9271C
Audio: The Battle of the Books	Jonathan Swift	9270C
Audio: Typee	Herman Melville	9269C
Audio: Omoo	Herman Melville	9268C
Chip, of the Flying U	B. M. Bower	9267
Scientific American Supplement, No. 447, July 26, 1884	Various	9266
The Atlantic Monthly, Vol. IV, No. 22, August, 1859	Various	9265
Vand-og Stenhøjsplanter en vejledning for havevenner	G. N. Brandt	9264	Danish
In the Midst of Alarms	Robert Barr	9263
Le corricolo	Alexandre Dumas	9262	French
Les grandes dames	Arsene Houssaye	9261	French
Prometheus	Johann Wolfgang Goethe	9260	German
Charlotte's Inheritance	M. E. Braddon	9259
The Miraculous Pitcher	Nathaniel Hawthorne	9258
The Three Golden Apples	Nathaniel Hawthorne	9257
The Paradise of Children	Nathaniel Hawthorne	9256
The Gorgon's Head	Nathaniel Hawthorne	9255
Biographical Stories	Nathaniel Hawthorne	9254
Browne's Folly	Nathaniel Hawthorne	9253
Time's Portraiture	Nathaniel Hawthorne	9252
An Old Woman's Tale	Nathaniel Hawthorne	9251
A Book of Autographs	Nathaniel Hawthorne	9250
Dr. Bullivant	Nathaniel Hawthorne	9249
Other Tales and Sketches	Nathaniel Hawthorne	9248
Fragments from The Journal of a Solitary Man	Nathaniel Hawthorne	9247
Sketches from Memory	Nathaniel Hawthorne	9246
Biographical Sketches	Nathaniel Hawthorne	9245
Little Daffydowndilly	Nathaniel Hawthorne	9244
The Wives of The Dead	Nathaniel Hawthorne	9243
Old Ticonderoga, A Picture of The Past	Nathaniel Hawthorne	9242
John Inglefield's Thanksgiving	Nathaniel Hawthorne	9241
The Man of Adamant	Nathaniel Hawthorne	9240
Old News	Nathaniel Hawthorne	9239
Sylph Etherege	Nathaniel Hawthorne	9238
A Bell's Biography	Nathaniel Hawthorne	9237
Main Street	Nathaniel Hawthorne	9236
A Virtuoso's Collection (From Mosses From An Old Manse"),	9235
Old Apple Dealer (From Mosses From An Old Manse"),	9234
Sketches from Memory (From Mosses From An Old Manse"),	9233
Passages from a Relinquished Work (From Mosses From An	9232
Earth's Holocaust (From Mosses From An Old Manse"),	9231
P.'s Correspondence (From Mosses From An Old Manse"),	9230
The Intelligence Office (From Mosses From An Old Manse"),	9229
Christmas Banquet (From Mosses From An Old Manse"),Nathaniel Hawthorne	9228
New Adam and Eve (From Mosses From An Old Manse"),	9227
Hall of Fantasy (From Mosses From An Old Manse"), Nathaniel Hawthorne	9226
Monsieur du Muroir (From Mosses From An Old Manse"),	9225
Buds and Bird Voices (From Mosses From An Old Manse"),	9224
Fire Worship (From Mosses From An Old Manse")	Nathaniel Hawthorne	9223
Select Party (From Mosses From An Old Manse")	Nathaniel Hawthorne	9222
The Old Manse (From Mosses From An Old Manse")	Nathaniel Hawthorne	9221
The Threefold Destiny (From Twice Told Tales")	Nathaniel Hawthorne	9220
Edward Fane's Rosebud (From Twice Told Tales")	Nathaniel Hawthorne	9219
Footprints on the Sea-Shore (From Twice Told Tales")	9218
The Lily's Quest (From Twice Told Tales")	Nathaniel Hawthorne	9217
Beneath an Umbrella (From Twice Told Tales")	Nathaniel Hawthorne	9216
Chippings With A Chisel (From Twice Told Tales"),	9215
The White Old Maid (From Twice Told Tales")	Nathaniel Hawthorne	9214
The Seven Vagabonds (From Twice Told Tales")	Nathaniel Hawthorne	9213
Snow Flakes (From Twice Told Tales")	Nathaniel Hawthorne	9212
The Sister Years (From Twice Told Tales")	Nathaniel Hawthorne	9211
The Village Uncle (From Twice Told Tales")	Nathaniel Hawthorne	9210
The Haunted Mind (From Twice Told Tales")	Nathaniel Hawthorne	9209
Fancy's Show-Box (From Twice Told Tales")	Nathaniel Hawthorne	9208
Vision of the Fountain (From Twice Told Tales"),by Nathaniel Hawthorne	9207
Toll Gatherer's Day (From Twice Told Tales")	Nathaniel Hawthorne	9206
Sights from a Steeple (From Twice Told Tales")	Nathaniel Hawthorne	9205
Prophetic Pictures (From Twice Told Tales")	Nathaniel Hawthorne	9204
Rill from the Town Pump (From Twice Told Tales"), Nathaniel Hawthorne	9203
Little Annie's Ramble (From Twice Told Tales")	Nathaniel Hawthorne	9202
Sunday at Home (From Twice Told Tales")	Nathaniel Hawthorne	9201
Klein Zaches, genannt Zinnober	E. T. A. Hoffmann	9200	German
Monism as Connecting Religion and Science	Ernst Haeckel	9199
The Complete Angler, 1653	Isaak Walton	9198
English Villages	P. H. Ditchfield	9197
The Clockmaker	Thomas Chandler Haliburton	9196
The Slave Of The Lamp	Henry Seton Merriman	9195
The Second Deluge	Garrett P. Serviss	9194
The Angel of Lonesome Hill	Frederick Landis	9193
The Channings:	A Story	Mrs. Henry Wood	9192
Stephen Archer and Other Tales	George MacDonald	9191
The Greater Inclination	Edith Wharton	9190
Henry Dunbar	M. E. Braddon	9189
Aboriginal American Authors	Daniel G. Brinton	9188
Minna von Barnhelm	Gotthold Ephraim Lessing	9187	German
Nathan der Weise	Gotthold Epraim Lessing	9186	German
Mystery of Murray Davenport	Robert Neilson Stephens	9185
Spirit of St. Francis de Sales	Jean Pierre Camus	9184
Wilfrid Cumbermede	George MacDonald	9183
Villette	Charlotte Brontë	9182
Die Ahnfrau	Franz Grillparzer	9181	German
The Life Of Johnson, Vol. 3 of 6	Boswell	9180
Bride of the Mistletoe	James Lane Allen	9179
Japanischer Fruehling	Hans Bethge	9178	German
The Royal Game of Ombre	Anonymous	9177
divers Honourable Persons--1665
Queen Mary and Harold	Alfred Lord Tennyson	9176
The Art Of Poetry An Epistle To The Pisos	Horace	9175	Latin, French and English
The Bay State Monthly, Volume 1, Issue 1	Various	9174
Youth: Its Education, Regimen, and Hygiene	G. Stanley Hall	9173
Study of Association in Insanity	Grace Helen Kent and A. J. Rosanoff	9172
Slavery Ordained of God	Rev. Fred. A. Ross, D.D	9171
Three Cities Trilogy, Complete	Émile Zola	9170
Three Cities Trilogy: Paris, Complete	Émile Zola	9169
The Three Cities Trilogy: Paris, Vol. 5	Émile Zola	9168
The Three Cities Trilogy: Paris, Vol. 4	Émile Zola	9167
The Three Cities Trilogy: Paris, Vol. 3	Émile Zola	9166
The Three Cities Trilogy: Paris, Vol. 2	Émile Zola	9165
The Three Cities Trilogy: Paris, Vol. 1	Émile Zola	9164
Scientific American Supplement, No. 417, December 29, 1883	Various	9163
Becket and other plays	Alfred Lord Tennyson	9162
A Comedy of Marriage and Other Tales	Guy De Maupassant	9161
Die Erziehung des Menschengeschlechts	Gotthold Ephraim Lessing	9160	German
Philotas	Gotthold Ephraim Lessing	9159	German
Fabeln und Erzaehlungen	Gotthold Ephraim Lessing	9158	German
Miss Sara Sampson	Gotthold Ephraim Lessing	9157	German
Life and Remains of John Clare	J. L. Cherry	9156
Heather and Snow	George MacDonald	9155
Salted With Fire	George MacDonald	9154
The History of Louisiana	Le Page Du Pratz	9153
Imogen	William Godwin	9152
Ruggles of Red Gap	Harry Leon Wilson	9151
Dick Sands the Boy Captain	Jules Verne	9150
The Gray Dawn	Stewart Edward White	9149
The Principal Navigations, Voyages, Traffiques, and Discoveries	9148
Audio: Moby Dick	Herman Melville	9147C
Audio: I and my Chimney	Herman Melville	9146C
Audio: White Fang	Jack London	9145C
Not Used	9144
Audio: Valley of the Moon	Jack London	9143C
Missing and presumed lost, see NOTE, below #9116	9142
Missing and presumed lost, see NOTE, below #9116	9141
Missing and presumed lost, see NOTE, below #9116	9140
Missing and presumed lost, see NOTE, below #9116	9139
Missing and presumed lost, see NOTE, below #9116	9138
Missing and presumed lost, see NOTE, below #9116	9137
Missing and presumed lost, see NOTE, below #9116	9136
Missing and presumed lost, see NOTE, below #9116	9135
Missing and presumed lost, see NOTE, below #9116	9134
Missing and presumed lost, see NOTE, below #9116	9133
Missing and presumed lost, see NOTE, below #9116	9132
Missing and presumed lost, see NOTE, below #9116	9131
Missing and presumed lost, see NOTE, below #9116	9130
Missing and presumed lost, see NOTE, below #9116	9129
Missing and presumed lost, see NOTE, below #9116	9128
Missing and presumed lost, see NOTE, below #9116	9127
Missing and presumed lost, see NOTE, below #9116	9126
Missing and presumed lost, see NOTE, below #9116	9125
Missing and presumed lost, see NOTE, below #9116	9124
Missing and presumed lost, see NOTE, below #9116	9123
Missing and presumed lost, see NOTE, below #9116	9122
Missing and presumed lost, see NOTE, below #9116	9121
Missing and presumed lost, see NOTE, below #9116	9120
Missing and presumed lost, see NOTE, below #9116	9119
Missing and presumed lost, see NOTE, below #9116	9118
Missing and presumed lost, see NOTE, below #9116	9117
Missing and presumed lost, see NOTE, below #9116	9116
Audio: The Call of the Wild	Jack London	9115C
Audio: Burning Daylight	Jack London	9114C
Audio: Before Adam	Jack London	9113C
The Dare Boys of 1776	Stephen Angus Cox	9112
The Bride of Dreams	Frederik van Eeden	9111
Die Juden	Gotthold Ephraim Lessing	9110
Aufzuge verfertiget im Jahre 1749	German
The Project Gutenberg FAQ 2002	Jim Tinsley	9109
Emilia Lagotti	Gotthold Ephraim Lessing	9108	German
Tales & Novels, Vol. IX	Maria Edgeworth	9107
The Elson Readers, Book 5	William H. Elson and Christine M. Keck	9106
Reflections; Or Sentences and Moral Maxims,	9105
The Naval War of 1812	Theodore Roosevelt	9104
Miracles of Our Lord	George MacDonald	9103
Run to Earth	M. E. Braddon	9102
Domestic Cookery, Useful Receipts, and Hints	9101
My Double Life	Sarah Bernhardt	9100
Der Weinhueter	Paul Heyse	9099	German
Tacitus and Bracciolini	John Wilson Ross	9098
Robert's Rules of Order	Henry M. Robert	9097
Weighed and Wanting	George MacDonald	9096
The Life and Letters of Maria Edgeworth, Volume 2	9095
Wild Flowers	Robert Bloomfield	9094
Rural Tales, Ballads, and Songs	Robert Bloomfield	9093
The Farmer's Boy	Robert Bloomfield	9092
Ester Ried Yet Speaking	Isabella Alden	9091
Germania and Agricola	Caius Cornelius Tacitus	9090	Latin and English
Handel	Edward J. Dent	9089
Thoroughbreds	W. A. Fraser	9088
Eleanor	Mrs. Humphry Ward	9087
Die Witwe von Pisa	Paul Heyse	9086	German
Das Maedchen von Treppi	Paul Heyse	9085	German
Ein Ring	Paul Heyse	9084	German
Die Einsamen	Paul Heyse	9083	German
Muistatko	Juhani Aho	9082	Finnish
The Bacillus of Beauty	Harriet Stark	9081
The Children's Own Longfellow	Henry Wadsworth Longfellow	9080
The Man Shakespeare and His Tragic Life Story	Frank Harris	9079
Sanders' Union Fourth Reader	Charles W. Sanders	9078
The Tragicall Historie of Hamlet, Prince of Denmarke,	9077
Scientific American Supplement, No. 433, April 19, 1884	Various	9076
Rico And Wiseli	Johanna Spyri	9075
Stories from Thucydides	H. L. Havell	9074
The Roof of France	Matilda Betham-Edwards	9073
Life Of Johnson, Vol. 2 of 6	James Boswell	9072
The Non-Christian Cross	John Denham Parsons	9071
The Imaginary Invalid	Moliere	9070
Saint Augustin	Louis Bertrand	9069
Apu Ollantay	Anonymous	9068
Robert Browning: How To Know Him	William Lyon Phelps	9067
Der letzte Zentaur	Paul Heyse	9066	German
Beatrice	Paul Heyse	9065	German
Gedichte	Paul Heyse	9064	German
The Penance of Magdalena and Other Tales of the California	9063
Sappho	Franz Grillparzer	9062	German
The Public Orations of Demosthenes, Vol. 2	Demosthenes	9061
The Public Orations of Demosthenes, Vol. 1	Demosthenes	9060
