The Other Likeness	James H. Schmitz	30398
Philippine Islands 1493-1898	Various	30397
Books and Authors	Anonymous	30396
Essai historique sur l'origine des Hongrois	Auguste de Gérando	30395	French
Dave Porter and His Double	Edward Stratemeyer	30394
The Works of Robert Louis Stevenson	30393
Twelve Causes of Dishonesty	Henry Ward Beecher	30392
Betelguese	Jean Louis de Esque	30391
Dickens' London	Francis Miltoun	30390
The Prayers of St. Paul	W. H. Griffith Thomas	30389
Blackwood's Edinburgh Magazine, Vol. 59, No. 367, May 1846	Various	30388
The One and the Many	Milton Lesser	30386
Burial Cave in Baja California	William C. Massey	30385
The Day of Sir John Macdonald	Joseph Pope	30384
Spies Die Hard!	Arnold Marmor	30383
Say "Hello" for Me	Frank W. Coggins	30382
Prelude to Space	Robert W. Haseltine	30381
Pipe of Peace	James McKimmey	30380
Field Trip	Gene Hunter	30379
Merriweather Girls and the Mystery of the Queen's Fan,	30378
The "Adventurers of England" on Hudson Bay	Agnes Christina Laut	30377
The Snow-Image	Nathaniel Hawthorne	30376
The Conflict between Private Monopoly and Good Citizenship,	30375
Futurist Stories	Margery Verner Reed	30374
Life and Literature	J. Purver Richardson	30373
Robert Coverdale's Struggle	Horatio, Jr. Alger	30372
Service with a Smile	Charles Louis Fontenay	30371
Favourite Welsh Hymns	Joseph Morris	30370
L'Argentina vista come è	Luigi Barzini	30369	Italian
A Christmas Carol	Charles Dickens	30368
Old Quebec	Sir Gilbert Parker and Claude Glennon Bryan	30367
Zoe	Evelyn Whitaker	30366
In Desert and Wilderness	Henryk Sienkiewicz	30365
An Account of The Kingdom of Nepal	Fancis Buchanan Hamilton	30364
Souvenirs militaires de 1804-1814	M. le Duc de Fezensac	30363	French
Paul Gerhardt's Spiritual Songs	Paul Gerhardt	30362
The Stowaway	Alvin Heiner	30361
Not Used	30360
Contos e Lendas	Luiz Augusto Rebelo da Silva	30359	Portuguese
A History of Horncastle	James Conway Walter	30358
Select Poems of Thomas Gray	30357
The Boy from Hollow Hut	Isla May Mullins	30356
O senhor Dom Miguel I, e a senhora Dona Maria II,	30355	Portuguese
The Smiler	Albert Hernhunter	30353
Santa Fé's Partner	Thomas A. Janvier	30352
The Cup of Fury	Rupert Hughes	30351
The Philippine Islands, 1493-1898, Volume 36, 1649-1666	Various	30350
The Peace of Roaring River	George van Schaick	30349
The Last Supper	T. D. Hamm	30348
Adventures in the Philippine Islands	Paul P. de La Gironière	30347
Vasárnapi Könyv	Various	30346	Hungarian
Octavia Praetexta	Lucius Annaeus Seneca	30345	Latin
The Fortunate Mistress (Parts 1 and 2)	Daniel Defoe	30344
A Discourse Concerning Ridicule and Irony in Writing (1729),	30343
Whitman	John Burroughs	30342
Contos Paraenses	João Marques de Carvalho	30341	Portuguese
The Passionate Friends	Herbert George Wells	30340
Status Quo	Dallas McCord Reynolds	30339
Freedom	Dallas McCord Reynolds	30338
Fifty Per Cent Prophet	Gordon Randall Garrett	30337
Hours in a Library	Leslie Stephen	30336
The Wilderness Fugitives	Edward S. Ellis	30335
Ultima Thule	Dallas McCord Reynolds	30334
Daddy's Girl	L. T. Meade	30333
The Earthly Paradise	William Morris	30332
Geschichte von England seit der Thronbesteigung Jakob's des Zweiten,	30331	German
High Dragon Bump	Don Thompson	30330
Black Eyes and the Daily Grind	Milton Lesser	30329
A Book of Cheerful Cats and Other Animated Animals	J. G. Francis	30328
Democritus Platonissans	Henry More	30327
The Thread of Gold	Arthur Christopher Benson	30326
The Book of Religions	John Hayward	30323
The Helpful Hand of God	Tom Godwin	30322
Adductor Muscles of the Jaw In Some Primitive Reptiles,	30321
Trail Tales	James David Gillilan	30320
Beyond the Frontier	Randall Parrish	30319
Money Magic	Hamlin Garland	30318
La fille Elisa	Edmond de Goncourt	30317	French
Velazquez	S. L. Bensusan	30316
Raeburn	James L. Caw	30315
Vigée Le Brun	Haldane MacFall	30314
The Preacher of Cedar Mountain	Ernest Thompson Seton	30313
Carmen Ariza	Charles Francis Stocking	30312
Modus Vivendi	Gordon Randall Garrett	30311
Special Report on Diseases of Cattle	J. R. Mohler and	30310
How to Study	George Fillmore Swain	30309
Hanging	a Thread	Gordon Randall Garrett	30308
Hawk Carse	Anthony Gilmore	30307
Religion & Sex	Chapman Cohen	30306
DP	Arthur Dekker Savage	30305
Psichopath	Gordon Randall Garrett	30304
The Passing of Ku Sui	Anthony Gilmore	30303
The Benefactress	Elizabeth Beauchamp	30302
The Side Of The Angels	Basil King	30301
Orphans of the Storm	Henry MacMahon	30300
The Romance of a Plain Man	Ellen Glasgow	30299
The Magnificent Adventure	Emerson Hough	30298
Records of the Fossil Mammal Sinclairella, Family Apatemyidae,	30297
The Philosophy of Teaching	Nathaniel Sands	30296
The Social Work of the Salvation Army	Edwin Gifford Lamb	30295
The Century Handbook of Writing	Garland Greever and Easley S. Jones	30294
The Candy Maker's Guide	Fletcher Manufacturing Company	30293
How to Tie Flies	E. C. Gregg	30292
Nach Amerika! Sechster Band	Friedrich Gerstäcker	30289	German
Sight Gag	Laurence Mark Janifer	30288
Modern Americans	Chester Sanford and Grace Owen	30287
The Phantom Lover	Ruby M. Ayres	30286
How I Filmed the War	Lieut. Geoffrey H. Malins	30285
Virginia under the Stuarts 1607-1688	Thomas J. Wertenbaker	30284
The Sound of Silence	Barbara Constant	30283
Early English Alliterative Poems	Various	30282
Die Räuberbande	Leonhard Frank	30281	German
Vida y obras de don Diego Velázquez	Jacinto Octavio Picón	30280	Spanish
The One Hoss Shay	Oliver Wendell Holmes	30279
Friars and Filipinos	Jose Rizal	30278
A tanító	Andor Kapos, and Pompei utolsó éje	Ákos Horváth	30277	Hungarian
Some Imagist Poets	Richard Aldington, H. D. and John Gould Fletcher, 30276
La rana viajera	Julio Camba	30275	Spanish
The History of Sandford and Merton	Thomas Day	30274
Tom and Maggie Tulliver	Anonymous	30273
Very Short Stories and Verses For Children	Mrs. W. K. Clifford	30272
The Grecian Daughter	Arthur Murphy	30271
That Mother-in-Law of Mine	Anonymous	30270
My Autobiography	F. Max Müller	30269
Lettres persanes, tome I	Charles-Louis de Secondat	30268	French
Remember the Alamo	R. R. Febrenbach	30267
Tales from Blackwood, Volume 7	Various	30266
The Atlantic Monthly, Volume 15, No. 89, March, 1865	Various	30265
Liége on the Line of March	Glenna Lindsley Bigelow	30264
A Captain in the Ranks	George Cary Eggleston	30263
Frederic Lord Leighton	Ernest Rhys	30262
Claire	Leslie Burton Blades	30261
A New Doglike Carnivore, Genus Cynarctus, From the Clarendonian,	30260
The Man Who Played to Lose	Laurence Mark Janifer	30259
The Fighting Governor	Charles W. Colby	30258
The Founder of New France	Charles W. Colby	30257
The Heart of the New Thought	Ella Wheeler Wilcox	30256
The Skull	Philip K. Dick	30255
Not Used	30254
The Philippine Islands, 1493-1898, Volume 40 of 55	Francisco Colin,	30253
The Four-Faced Visitors of Ezekiel	Arthur W. Orton	30252
Disqualified	Charles Louis Fontenay	30251
Five Stages of Greek Religion	Gilbert Murray	30250
Ways of Nature	John Burroughs	30249
Crayon Portraiture	Jerome A. Barhydt	30248
Mabel's Mistake	Ann S. Stephens	30247
Under the Maples	John	Burroughs	30246
Phemie Frost's Experiences	Ann S. Stephens	30245
The Land of the Miamis	Elmore Barce	30244
North-West from the End of the Revolution until 1812
ABC of Fox Hunting	John Dean Paul	30243
Prologue to an Analogue	Leigh Richmond	30242
The Person and Work of the Holy Spirit	R.A. Torrey	30241
The Big Trip Up Yonder	Kurt Vonnegut	30240
The Babe in the Bulrushes	Amy Steedman	30239
The Claims of Labour	Arthur Helps	30238
Geschichte von England seit der Thronbesteigung Jakob's des Zweiten,	30237	German
Pepita Ximenez	Juan Valera	30236
Six Centuries of English Poetry	James Baldwin	30235
Dead Ringer	Lester del Rey	30234
Folk-lore in Borneo	William Henry Furness	30233
Giroflé és Girofla (1. kötet)	Zoltán Ambrus	30232	Hungarian
The Vote That Made the President	David Dudley Field	30231
A Story of the Red Cross	Clara Barton	30230
Dante's Hel	Dante Alighieri	30229	Dutch
Officer 666	Barton W. Currie and Augustin McHugh	30228
Eighteenth Century Essays on Shakespeare	Various	30227
Coquecigrues	Jules Renard	30226	French
Many Gods	Cale Young Rice	30225
A Prairie Infanta	Eva Wilder Brodhead	30224
Bridge Disasters in America	George L. Vose	30223
The Strand Magazine, Volume 5, Issue 27, March 1893	Various	30222
Birds Illustrated	Color Photograph, January, 1897	Various	30221
Evangelists of Art	James Patrick	30220
Monophysitism Past and Present	A. A. Luce	30219
Joseph the Dreamer	Amy Steedman	30218
Pleistocene Bats from San Josecito Cave, Nuevo Leon, Mexico,	30217
The Buddhist Catechism	Henry S. Olcott	30216
Intarsia and Marquetry	F. Hamilton Jackson	30215
The Red Hell of Jupiter	Paul Ernst	30214
Algo de todo	Juan Valera	30213	Spanish
The Great Cattle Trail	Edward S. Ellis	30212
Au Pays des Moines	José Rizal	30211	French
Comic Bible Sketches	George W. Foote	30210
Bible Romances	George W. Foote	30209
The Ghosts	Robert G. Ingersoll	30208
Men, Women, and Gods	Helen H. Gardener	30207
Humanity's Gain from Unbelief	Charles Bradlaugh	30206
of March, 1889
Reminiscences of Charles Bradlaugh	George W. Foote	30205
Arrows of Freethought	George W. Foote	30204
Flowers of Freethought	George W. Foote	30203
Flowers of Freethought	George W. Foote	30202
In Praise of Folly	Desiderius Erasmus	30201
Ancient and Modern Celebrated Freethinkers	Charles Bradlaugh,	30200
McIlvaine's Star	August Derleth	30199
Nirvana Days	Cale Young Rice	30198
Farthest North	Fridtjof Nansen	30197
of the Ship 'Fram' 1893-1896, Vol. 1
L'Illustration, No. 3733, 12 Sept 1914	Various	30196	French
L'Illustration, No. 3732, 5 Sept 1914	Various	30195	French
Landmarks in the History of Early Christianity	Kirsopp Lake	30194
East of the Shadows	Mrs. Hubert Barclay	30193
Chips from a German Workshop, Volume 4	Max Muller	30192
A Critic in Pall Mall	Oscar Wilde	30191
Around the World with Josiah Allen's Wife	Marietta Holley	30190
Show Business	William C. Boyd and Lyle G. Boyd	30189
The Fifth Queen	Ford Madox Ford	30188
Death Points a Finger	Will Levinrew	30187
The Great Events	Famous Historians, Vol. 13	Various	30186
London Lyrics	Frederick Locker-Lampson	30185
The Fairy Changeling and Other Poems	Dora Sigerson Shorter	30184
A Manual of the Art of Fiction	Clayton Hamilton	30183
Punch, or the London Charivari, Vol. 98, March 15, 1890	Various	30182
Fungi: Their Nature and Uses	Mordecai Cubitt Cooke	30181
Perugino	Selwyn Brinton	30180
The Note-Book of an Attache	Eric Fisher Wood	30179
Our Moslem Sisters	Annie Van Sommer and Samuel Marinus Zwemer	30178
Astounding Stories of Super-Science January 1931	Various	30177
O Carrasco de Victor Hugo Jose Alves	Camilo Castelo Branco	30176	Portuguese
Los Principios Matematico-Historicos y la Evolucion de la Libertad,	30175C	Spanish
The Mathematical-Historical Principles and the Evolution of Liberty,	30174C
Saint Ursula	John Ruskin	30173
Architectural Antiquities of Normandy	John Sell Cotman	30172
Vertellingen van vroeger en later tijd	Jacob Van Lennep	30171	Dutch
Lonesome Hearts	Russell Robert Winterbotham	30170
The Story of the White Mouse	Unknown	30169
A History of Giggleswick School	Edward Allen Bell	30168
Royal Children of English History	E. Nesbit	30167
Astounding Stories, March, 1931	Various	30166
Die Abenteuer Tom Sawyers	Mark Twain	30165	German
Le monete di Venezia descritte ed illustrate da Nicolo Papadopoli	30164	Italian
Vasarnapi Konyv	Various	30163	Hungarian
Old English Patent Medicines in America,	30162
A agua profunda	Paul Bourget	30161	Portuguese
Christ, Christianity and the Bible	I. M. Haldeman	30160
The True-Born Englishman	Daniel Defoe	30159
The American Missionary, Volume 39, No. 07, July, 1885	Various	30158
The Atlantic Monthly, Volume 15, No. 88, February, 1865	Various	30157
Arrival of the Queen of Sheba, Georg Friedrich Händel	30156
Relativity: The Special and General Theory	Albert Einstein	30155
Essays on God and Freud	Samuel Vaknin	30154C
Abuse, Torture and Trauma, and Their Consequences and Effects,	30153C
Narcissistic and Psychopathic Leaders	Samuel Vaknin	30152C
Macedonia: A Nation at a Crossroads	Samuel Vaknin	30151C
Prize Orations of the Intercollegiate Peace Association,	30150
Trading	Susan Warner	30149
The House in Town	Susan Warner	30148
Opportunities	Susan Warner	30147
What She Could	Susan Warner	30146
Pathfinders of the Great Plains	Lawrence J. Burpee	30145
Discours par Maximilien Robespierre - 21 octobre 1789-1er juillet 1794,	French
Out on the Pampas	G. A. Henty	30143
Little Brother	Cory Doctorow	30142C
The Continental Monthly, Vol. 4, No. 5, November, 1863,		30141
Gone Fishing	James H. Schmitz	30140
The Beauties of the State of Washington	Harry F. Giles	30139
The Seiners	James Brendan Connolly	30138
Daisy Brooks	Laura Jean Libbey	30137
Short History of the Book of Common Prayer,			30136
Walter Pieterse	Multatuli	30135
Elementary Theosophy	L. W. Rogers	30134
Notes and Queries, Number 217, December 24, 1853	Various	30133
The Canon of the Bible	Samuel Davidson	30132
Nye and Riley's Wit and Humor (Poems and Yarns),	30131
Due South or Cuba Past and Present	Maturin M. Ballou	30130
Old French Fairy Tales	Comtesse de Segur	30129
Where Strongest Tide Winds Blew	Robert McReynolds	30128
Tales from Dickens	Charles Dickens and Hallie Erminie Rives	30127
The Church, the Schools and Evolution	Judson Eber Conant	30126
The Flute of the Gods	Marah Ellis Ryan	30125
Astounding Stories, February, 1931	Various	30124
Romans -- Volume 3: Micromegas	Voltaire	30123
Entre naranjos	Vicente Blasco Ibáñez 				30122	Spanish
The Art of Confectionary	Edward Lambert	30121
The Happy Prince and Other Tales	Oscar Wilde	30120
Calvinistic Doctrine of Predestination Examined and Refuted,		30119
Masonic Monitor of the Degrees of Entered Apprentice, Fellow Craft	30118
ABC	Jules Lemaître	30117	French
Graham's Magazine Vol. 33, No. 4, October 1848	Various	30116
Tante	Anne Douglas Sedgwick	30115
Journal of Submarine Commander von Forstner, 			30114
The One-Way Trail	Ridgwell Cullum	30113
Development of the Phonograph at Alexander Graham Bell's Volta	30112
United States National Museum Bulletin 218, Paper 5, pages 69-79
A Noble Woman	Ann S. Stephens	30111
Name and Fame	Adeline Sergeant	30110
The Russian Garland	Various	30109
The Quality of Mercy	W. D. Howells	30108
Principles of Political Economy	John Stuart Mill	30107
The Vast Abyss	George Manville Fenn	30106
The Strand Magazine, Volume 5, Issue 26, February 1893	Various	30105
Species Plantarum	Carolus Linnaeus	30104	Latin
Birds Illustrated	Color Photograph, March 1897	Various	30103
Hethadenee waunauyaunee vadan Luke vanenana	Luke	30102	Arapaho
Whispers	Paul Cameron Brown	30101C
Marion Fay	Anthony Trollope	30100
Hypochondriasis	John Hill	30099
The Venetian School of Painting	Evelyn March Phillipps	30098
Erinnerungen	Ludwig Thoma	30097	German
The Camera Fiend	Ernest Hornung	30096
At the Crossroads	Harriet T. Comstock	30095
Fred Fenton Marathon Runner	Allen Chapman	30094
The Shepherd of the North	Richard Aumerle Maher	30093
Lords of the Housetops	Various	30092
Itinerario da viagem, que fez a Jerusalem o M.R.P.,	30091	Portuguese
Robinetta	Kate Douglas Wiggin, Mary Findlater, Jane Findlater	30090
Young Barbarians	Ian Maclaren	30089
Dorothy Dainty at the Mountains	Amy Brooks	30088
Amaryllis at the Fair	Richard Jefferies	30087
Has Anyone Here Seen Kelly?	Bryce Walton	30086
Life of Henry Martyn, Missionary to India and Persia, 1781 to 1812,	30085
Norwegische Volksmährchen vol. 2	P. Asbjørnsen and Jørgen Moe	30084	German
Letters of Madam Guyon	P. L. Upham	30083
Westward with the Prince of Wales	W. Douglas Newton	30082
The Arena	Various	30081
Samlade Skrifter #28	August Strindberg	30080	Swedish
Skäkarlsliv	August Strindberg	30079	Swedish
Hemsöborna	August Strindberg	30078	Swedish
Die Hanse und England	Friedrich Schulz	30077	German
Graham's Magazine, Vol 33, No. 3 September 1848	Various	30076
Our Next-Door Neighbors	Belle Kanaris Maniates	30075
Jessica, the Heiress	Evelyn Raymond 			30074
Encyclopaedia Britannica, 11th Edition, Volume 8, Slice 3	Various	30073
Angelot	Eleanor Price	30072
Paginas Archeologicas	Felix Alves Pereira	30071	Portuguese
Bom senso e bom gosto, carta ao ex.mo sr. A. F. de Castilho,	30070	Portuguese
Bom senso e bom gosto, folhetim a proposito da carta que o sr.	30069	Portuguese
Descripçaõ sobre a cultura do Canamo ou Canave,	30068	Portuguese
Oeuvres complètes de lord Byron, Volume 9	George Gordon Byron	30067	French
Laboratory Manual of Glass-Blowing	Francis C. Frary	30066
Benign Stupors	August Hoch	30065
Burma	R.Talbot Kelly	30064
Double Take	Richard Wilson	30063
The Plague	Teddy Keller	30062
The Religious Sentiment	Daniel G. Brinton	30061
Vasárnapi Könyv	Various	30060	Hungarian
The Wings of the Dove, Volume II	Henry James	30059
The Road to Independence: Virginia 1763-1783,	30058
The Pirate Woman	Aylward Edward Dingle	30057
Punch, or, the London Charivari, Volume 98, March 8, 1890	Various	30056
The 1893 Duryea Automobile In the Museum of History and Technology,	30055
A Virginia Village	Charles A. Stewart	30054
Los Puritanos, y otros cuentos	D. Armando Palacio Valdés	30053	Spanish
Esploración arqueológica de la Provincia de Catamarca,	30052	Spanish
The History of Woman Suffrage, Volume 6	Various	30051
Tales From Catland, for Little Kittens	Tabitha Grimalkin	30050
Het huiselik en maatschappelik leven van de Zuid-Afrikaner,	30049	Dutch
The Contemporary Review, Volume 36, September 1879	Various	30048
Aircraft and Submarines	Willis J. Abbot	30047
Le Tour du Monde; Abydos	Various	30046	French
Planet of Dreams	James McKimmey	30045
The Carnivore	G. A. Morris	30044
Lutezia	Anton Giulio Barrili	30043	Italian
Streifzüge an der Riviera	Eduard Strasburger	30042	German
Mlle. Fouchette	Charles Theodore Murray	30041
The Red River Colony	Louis Aubrey Wood	30040
Adventurers of the Far North	Stephen Leacock	30039
A line-o'-verse or two	Bert Leston Taylor	30038
In the Shadow of the Hills	George C. Shedd	30037
Word Study and English Grammar	Frederick W. Hamilton	30036
Off Course	Mack Reynolds	30035
I'll Kill You Tomorrow	Helen Huber	30034
Punch, or the London Charivari, Vol. 98, February 8, 1890	Various	30033
Nella lotta	Enrico Castelnuovo	30032	Italian
The Eye of Dread	Payne Erskine	30031
I coniugi Varedo	Enrico Castelnuovo	30030	Italian
Lost in Translation	Larry M. Harris	30029
The Award of Justice	A. Maynard Barbour	30028
Sult	Knut Hamsun	30027	Norwegian
A Story of One Short Life, 1783 to 1818	Elisabeth G. Stryker	30026
Rugs: Oriental and Occidental, Antique & Modern	Rosa Belle Holt	30025
The Fisher-Boy Urashima	Anonymous	30024
The Daughter of the Storage	William Dean Howells	30023
Graham of Claverhouse	Ian Maclaren	30022
Correspondance inédite de Hector Berlioz	Hector Berlioz	30021	French
The Matsuyama Mirror	Anonymous	30020
Navy Day	Harry Harrison	30019
Punch, or the London Charivari, Vol. 98, February 22nd, 1890,	30018
My Father's Dragon	Ruth Stiles Gannett	30017
Medical Investigation in Seventeenth Century England,	30016
Stopover Planet	Robert E. Gilbert	30015
Native Son	T. D. Hamm	30014
Mémoires du maréchal Marmont, duc de Raguse (3/9),	30013	French
L'Aiglon	Edmond Rostand	30012
An Aviator's Field Book	Oswald Boelcke	30011
from August 1, 1914 to October 28, 1916
Trees Are Where You Find Them	Arthur Dekker Savage	30010
Le féminisme français II	Charles Turgeon	30009	French
Le féminisme français I	Charles Turgeon	30008	French
A Dear Little Girl's Thanksgiving Holidays	Amy E. Blanchard	30007
Cloudy Jewel	Grace Livingston Hill	30006
Zur Geschichte der Theorie der Elliptischen Transcendenten,	30005	German
A Bottle of Old Wine	Richard O. Lewis	30004
Law and Laughter	George Alexander Morton			30003
Sjambak	John Holbrook Vance	30002
On the Origin of Clockwork, Perpetual Motion Devices, and the Compass,	30001
The Bird Book	Chester A. Reed	30000
Costumes Madrilenos	Sebastião de Magalhães Lima	29999	Portuguese
Ultimatum de 11 de Janeiro	Antero de Quental	29998	Portuguese
Soldados da Revolução	Antero de Quental	29997	Portuguese
Manifesto dos Estudantes da Universidade de Coimbra á opinião	29996	Portuguese
Galleria dos Vice-reis e Governadores da India Portugueza,	29995	Portuguese
Irresistible Weapon	Horace Brown Fyfe	29994
Poems	William D. Howells	29993
Punch, or the London Charivari, Volume 98, March 1, 1890	Various	29992
The Boy Scouts on Belgian Battlefields	Lieut. Howard Payson	29991
Satellite System	Horace Brown Fyfe	29990
The Outbreak of Peace	Horace Brown Fyfe	29989
Blackwood's Edinburgh Magazine, Volume 57, No. 352, February 1845,	29988
Join Our Gang?	Sterling E. Lanier	29987
Le Tour du Monde; En Roumanie	Various	29986	French
Le Tour du Monde; Croquis Hollandais	Various	29985	French
The History of the First West India Regiment	A. B. Ellis	29984
St. Nicholas Magazine for Boys and Girls Vol. 5, No. 10, August, 1878,	29983
Culture and Cooking	Catherine Owen	29982
The Truth About Woman	C. Gasquoine Hartley	29981
The Cock, The Mouse and the Little Red Hen	Felicite Lefevre	29980
Os tripeiros	Antonio Jose Coelho Lousada	29979	Portuguese
Shelley, Godwin and Their Circle	H. N. Brailsford	29978
Le Laude	Iacopone da Todi	29977	Italian
Weak on Square Roots	Russell Burton	29976
One Martian Afternoon	Tom Leahy	29975
Talismani	Walter Scott	29974	Finnish
The 'Patriotes' of '37	Alfred D. Decelles	29973
The Fathers of Confederation	A. H. U. Colquhoun	29972
Old Groans and New Songs	F. C. Jennings	29971
Twenty-four Little French Dinners and How to Cook and Serve Them,	29970
The Celtic Magazine, Vol. 1, No. 3, January 1876	Various	29969
Quatro Novelas	Ana de Castro Osório	29968	Portuguese
Het Haarlemmer-Meer-Boek	J. Asz. Leeghwater	29967	Dutch
Slaves of Mercury	Nat Schachner	29966
Two Thousand Miles Below	Charles Willard Diffin	29965
Clarissa: Preface, Hints of Prefaces and Postscript,	29964
Goodbye, Dead Man!	Tom W. Harris	29963
Celebrity	James McKimmey	29962
Tre Donne	Bruno Sperani	29961	Italian
Oudheid en Middeleeuwen	A. Nuiver and O. J. Reinders	29960	Dutch
Graham's Magazine, Vol. 33, No. 2, August 1848	Various	29959
The Law-Breakers	Ridgwell Cullum	29958
Ein Stück Lebensgeschichte	Selma Lagerlof	29957	German
Le Tour du Monde; Aux ruines d'Angkor	Various	29956	French
Passeggiate per l'Italia, vol. 1	Ferdinando Gregorovius	29955	Italian
There is a Reaper ...	Charles V. De Vet	29954
Commercialism and Journalism	Hamilton Holt	29953
The American Mind	Bliss Perry	29952
The Mayflower, January, 1905	Various	29951
Le Tour du Monde; À travers la Perse Orientale	Various	29950	French
Washington's Masonic Correspondence	Julius F. Sachse	29949
Two Timer	Fredric Brown	29948
Spacemen Never Die!	Morris Hershman	29947
Eine Kindheitserinnerung aus Dichtung und Wahrheit	Sigmund Freud	29946	German
Jan and Her Job	L. Allen Harker	29945
Tres Homes Dins D'una Barca	Jerome K. Jerome	29944	Catalan
Le Tour du Monde; Éducation des nègres aux États-Unis	Various	29943	French
A Letter to Hon. Charles Sumner, with 'Statements' of Outrages	29942
Zeitgemäßes über Krieg und Tod	Sigmund Freud	29941	German
Dogfight--1973	Dallas McCord Reynolds	29940
The Chinese Fairy Book	Various	29939
Blackwood's Edinburgh Magazine, Volume 59, No. 364, February 1846,	29938
Les Femmes qui tuent et les Femmes qui votent	Alexandre Dumas, Fils	29937	French
Flamedown	Horace Brown Fyfe	29936
Inferno	August Strindberg	29935	Swedish
The Auburndale Watch Company	Edwin A. Battison	29934
Le Tour du Monde; Shangai, la metropole chinoise	Various	29933	French
The Harbor	Ernest Poole	29932
The Big Tomorrow	Paul Lohrman	29931
Punch, or the London Charivari, Vol. 98 February 15, 1890	Various	29930
Bunyan	James Anthony Froude	29929
Why Bewick Succeeded	Jacob Kainen	29928
With Manchesters in the East	Gerald B. Hurst	29927
Hittel on Gold Mines and Mining	John S. Hittell	29926
Le Tour du Monde; d'Alexandrette au coude de l'Euphrate	Various	29925	French
Le Tour du Monde; Nouvelles Hebrides	Various	29924	French
Le Tour du Monde; Lugano, la ville des fresques	Various	29923	French
Le Tour du Monde; La Russie, race colonisatrice	Various	29922	French
Storyology	Benjamin Taylor	29921
La gloria de don Ramiro	Enrique Larreta	29920	Spanish
Astounding Stories of Super-Science, November, 1930	Various	29919
Les Contemporains, Quatrième Série	Jules Lemaître	29918	French
Old-Fashioned Ethics and Common-Sense Metaphysics,	29917
Gómez Arias	Joaquin Telesforo de Trueba y Cosio	29916
About sugar buying for Jobbers	B. W. Dyer	29915
Short Cuts in Figures	A. Frederick Collins	29914
Conic Sections: Treated Geometrically	W.H. Besant	29913
The Social Principles of Jesus	Walter Rauschenbusch	29912
The Strand Magazine, Volume 5, Issue 25, January 1893	Various	29911
The Second Voice	Mann Rubin	29910
A Singer from the Sea	Amelia Edith Huddleston Barr	29909
The Adventurer	Cyril M. Kornbluth	29908
Modern Painters Volume 1 of 5	John Ruskin	29907
Modern Painters Volume 2 of 5	John Ruskin	29906
Viribus unitis	Josef Neupauer	29905	German
Thoughts on Art and Life	Leonardo da Vinci	29904
The Sexual Question	August Forel	29903
Changing Winds	St. John G. Ervine	29902
Liette	Arthur Dourliac	29901	Spanish
Nos femmes de lettres	Paul Flat	29900	French
Marriage Enrichment Retreats	David Mace and Vera Mace	29899
O Máo Rei e o Bom Subdito	Unknown	29898	Portuguese
Runaway	William Morrison	29897
Sex=The Unknown Quantity	Ali Nomad	29896
Criminal Man	Gina Lombroso-Ferrero	29895
A Romance of the West Indies	Eugene Sue	29894
History of Religion	Allan Menzies	29893
Up the Forked River	Seward D. Lisle	29892
The Rector	Mrs. Margaret Oliphant	29891
The Doctor's Family	Mrs. Margaret Oliphant	29890
Life Sentence	James McConnell	29889
The Hunting of the Snark	Lewis Carroll	29888
Discours par Maximilien Robespierre -- 17 Avril 1792-27 Juillet 1794,	29887	French
Pioneers of the Pacific Coast	Agnes C. Laut	29886
The Cariboo Trail	Agnes C. Laut	29885
Rogações de Eremita	Jaime de Magalhães Lima		29884	Portuguese
Blackwoods Edinburgh Magazine, Vol. 59, No. 366, April, 1846	Various 29883
Astounding Stories of Super-Science, October, 1930	Various	29882
Morals of Economic Internationalism	John A. Hobson			29881
The Crimson Tide	Robert W. Chambers	29880
The Poetical Works of William Collins	29879
The History of Woman Suffrage, Volume 5	Ida Husted Harper	29878
The Million-Dollar Suitcase	Alice MacGowan and Perry Newberry	29877
Death Wish	Robert Sheckley	29876
Dreamers of the Ghetto	I. Zangwill	29875
Delitto ideale	Luigi Capuana	29874	Italian
Mattinate napoletane	Salvatore Di Giacomo	29873	Italian
La fantesca	Giambattista Della Porta	29872	Italian
La camicia rossa	Alberto Mario	29871	Italian
The History of Woman Suffrage, Volume 4	Various	29870
Essays: Scientific, Political & Speculative, Vol. 1	Herbert Spencer	29869
Love and Lucy	Maurice Henry Hewlett	29868
Notes and Queries, Index of Volume 5, January-June, 1852	Various	29867
Hidden Hand	Emma Dorothy Eliza Nevitte Southworth	29866
Highacres	Jane Abbott	29865
Olanda	Edmondo de Amicis	29864	Italian
The Rambles of a Rat	A. L. O. E.	29863
The Old Countess; or The Two Proposals	Ann S. Stephens	29862
In Times Like These	Nellie L. McClung	29861
A Great Man	Arnold Bennett	29860
Dave Porter At Bear Camp	Edward Stratemeyer	29859
Blackwoods Edinburgh Magazine, Vol. 59, No. 365, March, 1846, Various	29858
Jacquine Vanesse	Victor Cherbuliez	29857	French
Al de Kinderliederen	J. P. Heije	29856	Dutch
The Rosicrucian Mysteries	Max Heindel	29855
The Works of Aphra Behn	29854
The Fathers of New England	Charles M. Andrews	29853
The Ivory Snuff Box	Arnold Fredericks	29852
Dwellers in the Hills	Melville Davisson Post	29851
Woodrow Wilson's Administration and Achievements,	29850
Daughters of the Revolution and Their Times	Charles Carleton Coffin	29849
Astounding Stories of Super-Science, June, 1930	Various	29848
The Paliser case	Edgar Saltus	29847
